code,name,district,percentage_pass,percentage_pass_round,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,longitude,latitude,ownership,ward,number_enrolled,number_teaching_staff,ratio,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,region,candidates,number_pass,percentage_pass_change
PS1601-276,Pachasita Primary School,Mbinga,16,16,13898,13,1,7.692307692,10915,primary,,,government,Kihungu,191,5,38,,0,Ruvuma,25,4,8.307692308
PS1601-280,Arusha Primary School,Mbinga,47.05882353,47,6635,19,10,52.63157895,2334,primary,,,government,Mpapa,168,5,34,,0,Ruvuma,17,8,-5.572755418
PS1601-281,Iringa Primary School,Mbinga,19.04761905,19,13269,21,0,0,13602,primary,,,government,Utiri,195,5,39,,0,Ruvuma,21,4,19.04761905
PS1601-287,Kitete Primary School,Mbinga,46.15384615,46,8856,14,6,42.85714286,4479,primary,,,government,Kikolo,142,5,28,,0,Ruvuma,13,6,3.296703297
PS1601-290,Matokeo Primary School,Mbinga,15.90909091,16,13249,32,4,12.5,7385,primary,,,government,Langiro,223,5,45,,0,Ruvuma,44,7,3.409090909
PS1601-293,Bagamoyo Primary School,Mbinga,57.14285714,57,5643,24,20,83.33333333,758,primary,,,government,Kipololo,256,5,51,,0,Ruvuma,28,16,-26.19047619
PS1601-296,Limboni Primary School,Mbinga,13.33333333,13,12149,25,4,16,9224,primary,,,government,Matiri,226,5,45,,0,Ruvuma,15,2,-2.666666667
PS1601-308,Mpanda Primary School,Mbinga,73.07692308,73,5561,,,,,primary,,,government,Mapera,255,5,51,,0,Ruvuma,26,19,
PS1602-021,Makande Primary School,Tunduru,20,20,12502,25,1,4,12947,primary,,,government,Lukumbule,236,5,47,,,Ruvuma,25,5,16
PS1602-089,Mkowela Primary School,Tunduru,12.5,13,14892,26,6,23.07692308,7728,primary,,,government,Nakapanya 'b',158,5,32,,,Ruvuma,16,2,-10.57692308
PS1602-099,Jaribuni Primary School,Tunduru,42.85714286,43,7303,26,10,38.46153846,4907,primary,,,government,Jakika,290,5,58,,,Ruvuma,14,6,4.395604396
PS1602-113,Mnemasi Primary School,Tunduru,21.05263158,21,10843,10,0,0,12861,primary,,,government,Mchoteka,89,5,18,,,Ruvuma,19,4,21.05263158
PS1602-120,Tulivu Primary School,Tunduru,6.896551724,7,15225,12,0,0,15328,primary,,,government,Mlingoti Magh.,125,5,25,,,Ruvuma,29,2,6.896551724
PS1602-122,Sautimoja Primary School,Tunduru,0,0,14322,6,3,50,2898,primary,,,government,Nakapanya 'b',86,5,17,,,Ruvuma,7,0,-50
PS1602-131,Chikole Primary School,Tunduru,0,0,14333,20,1,5,14180,primary,,,government,Mchoteka,58,5,12,,,Ruvuma,9,0,-5
PS1602-134,Malungula Primary School,Tunduru,7.142857143,7,14810,14,1,7.142857143,13409,primary,,,government,Nalasi Mash.,113,5,23,,,Ruvuma,14,1,0
PS1602-144,Kidugalo Primary School,Tunduru,10,10,13325,18,1,5.555555556,13446,primary,,,government,Mchangani,58,5,12,,,Ruvuma,10,1,4.444444444
PS1603-030,Litowa Primary School,Songea,28,28,11435,17,0,0,13768,primary,,,government,Maposeni,279,5,56,,0,Ruvuma,25,7,28
PS1603-046,Makwaya Primary School,Songea,4.347826087,4,15530,16,0,0,14652,primary,,,government,Makwaya,282,5,56,,0,Ruvuma,23,1,4.347826087
PS1603-057,Mbilo Primary School,Songea,0,0,15347,18,0,0,15256,primary,,,government,Magagura,263,5,53,,0,Ruvuma,23,0,0
PS1603-061,Mhepai Primary School,Songea,3.333333333,3,14381,49,4,8.163265306,13499,primary,,,government,Kilagano,367,5,73,,0,Ruvuma,30,1,-4.829931973
PS1603-062,Mipeta Primary School,Songea,4,4,15445,24,5,20.83333333,10506,primary,,,government,Makwaya,277,5,55,,0,Ruvuma,25,1,-16.83333333
PS1603-085,Ndongosi Primary School,Songea,27.90697674,28,13940,42,3,7.142857143,12606,primary,,,government,Ndongosi,361,5,72,,0,Ruvuma,43,12,20.7641196
PS1603-089,Njegea Primary School,Songea,89.79591837,90,1926,59,53,89.83050847,575,primary,,,government,Mahanje,412,5,82,,0,Ruvuma,49,44,-0.034590107
PS1603-100,Zomba Primary School,Songea,29.72972973,30,11724,43,4,9.302325581,11926,primary,,,government,Kilagano,355,5,71,,0,Ruvuma,37,11,20.42740415
PS1605-010,Kilimasera Primary School,Namtumbo,8.333333333,8,14538,18,0,0,14043,primary,,,government,Mchomoro,149,5,30,,0,Ruvuma,36,3,8.333333333
PS1704-024,Lyandu Primary School,Shinyanga Municipal,36.17021277,36,9893,66,7,10.60606061,,primary,,,government,Kizumbi,490,5,98,2,0,Shinyanga,47,17,25.56415216
PS1802-055,Sasajila Primary School,Manyoni,0,0,14666,30,2,6.666666667,14194,primary,,,government,Sasajila,286,5,57,3,0,Singida,17,0,-6.666666667
PS1802-060,Winamila Primary School,Manyoni,23.07692308,23,13080,44,0,0,15233,primary,,,government,Chikola,320,5,64,2,0,Singida,13,3,23.07692308
PS1802-072,Kalangali Primary School,Manyoni,25.80645161,26,12434,44,3,6.818181818,13554,primary,,,government,Mitundu,336,5,67,2,0,Singida,31,8,18.98826979
PS1802-095,Chicheho Primary School,Manyoni,28.20512821,28,12237,43,0,0,14843,primary,,,government,Sanza,322,5,64,3,0,Singida,39,11,28.20512821
PS2002-009,Foroforo Primary School,Korogwe,93.75,94,668,36,17,47.22222222,14253,primary,,,government,Kizara,431,5,86,,,Tanga,32,30,46.52777778
PS2002-024,Kibaoni Kulasi Primary School,Korogwe,41.37931034,41,7414,30,1,3.333333333,10718,primary,,,government,Mashewa,301,5,60,,,Tanga,29,12,38.04597701
PS2002-027,Kigwase Primary School,Korogwe,37.5,38,7980,22,7,31.81818182,6956,primary,,,government,Mashewa,59,5,12,,,Tanga,8,3,5.681818182
PS2002-030,Kilangangua Primary School,Korogwe,54.54545455,55,5814,76,33,43.42105263,10231,primary,,,government,Kizara,219,5,44,,,Tanga,22,12,11.12440191
PS2002-032,Kitivo Primary School,Korogwe,96.15384615,96,2981,,,,4590,primary,,,government,Kerenge,289,5,58,,,Tanga,26,25,
PS2002-037,Kwaluma Primary School,Korogwe,4.761904762,5,14766,,,,14545,primary,,,government,Mswaha,131,5,26,,,Tanga,21,1,
PS2002-042,Kwedege Primary School,Korogwe,100,100,1480,104,13,12.5,8225,primary,,,government,Bungu,185,5,37,,,Tanga,10,10,87.5
PS2002-043,Kweisewa Primary School,Korogwe,52,52,6789,,,,12954,primary,,,government,Mkalamo,288,5,58,,,Tanga,25,13,
PS2002-048,Kwemshai Primary School,Korogwe,58.69565217,59,5131,17,17,100,8374,primary,,,government,Bungu,426,5,85,,,Tanga,46,27,-41.30434783
PS2002-098,Mpalai Primary School,Korogwe,18.91891892,19,12413,36,28,77.77777778,13836,primary,,,government,Bungu,255,5,51,,,Tanga,37,7,-58.85885886
PS2002-103,Msasa Primary School,Korogwe,75,75,3948,76,1,1.315789474,9578,primary,,,government,Dindira,556,5,111,,,Tanga,28,21,73.68421053
PS2002-107,Mwenga Primary School,Korogwe,34.375,34,11376,,,,4081,primary,,,government,Mswaha,394,5,79,,,Tanga,32,11,
PS2002-109,Mziya Primary School,Korogwe,31.03448276,31,11604,,,,14590,primary,,,government,Kizara,335,5,67,,,Tanga,29,9,
PS2002-111,New Ambangulu Primary School,Korogwe,80,80,2449,24,3,12.5,11757,primary,,,government,Vugiri,184,5,37,,,Tanga,15,12,67.5
PS2002-113,Ngulu Primary School,Korogwe,72.30769231,72,3533,29,0,0,14027,primary,,,government,Bungu,567,5,113,,,Tanga,65,47,72.30769231
PS2002-130,Vuje Primary School,Korogwe,27.77777778,28,9239,29,2,6.896551724,11257,primary,,,government,Bungu,318,5,64,,,Tanga,36,10,20.88122605
PS2101-016,Dohom Primary School,Babati,67.74193548,68,4422,47,32,68.08510638,1492,primary,,,government,Arri,330,5,66,,,Manyara,31,21,-0.343170899
PS2101-035,Gesbert Primary School,Babati,71.79487179,72,3489,20,12,60,1372,primary,,,government,Duru,381,5,76,,,Manyara,39,28,11.79487179
PS2101-045,Kiru Dick Primary School,Babati,23.52941176,24,11058,41,1,2.43902439,12381,primary,,,government,Kiru,303,5,61,,,Manyara,17,4,21.09038737
PS2101-122,Yarotonik Primary School,Babati,50,50,7155,24,2,8.333333333,9164,primary,,,government,Duru,241,5,48,,,Manyara,22,11,41.66666667
PS2103-019,Namelock Primary School,Kiteto,100,100,367,21,2,9.523809524,7453,primary,36.5352033,-5.4395533,government,Namelock,294,5,59,2,0,Manyara,23,23,90.47619048
PS2103-025,Olgira Primary School,Kiteto,36.84210526,37,10880,41,11,26.82926829,5833,primary,,,government,Sunya,376,5,75,2,0,Manyara,19,7,10.01283697
PS2103-032,Loltepesi Primary School,Kiteto,36.84210526,37,10044,20,1,5,15214,primary,,,government,Sunya,274,5,55,2,0,Manyara,19,7,31.84210526
PS2103-044,Chekanao Primary School,Kiteto,2.083333333,2,15461,57,3,5.263157895,14113,primary,36.3225122,-5.3279826,government,Olboloti,471,5,94,3,0,Manyara,48,1,-3.179824561
PS2103-049,Mesera Primary School,Kiteto,33.33333333,33,12467,15,1,6.666666667,14958,primary,,,government,Sunya,161,5,32,2,0,Manyara,9,3,26.66666667
PS2103-050,Ndilali Primary School,Kiteto,86.66666667,87,1169,16,16,100,415,primary,,,government,Sunya,215,5,43,2,0,Manyara,15,13,-13.33333333
PS2103-059,Kazamoyo Primary School,Kiteto,0,0,15363,25,0,0,15343,primary,36.3536428,-5.0956766,government,Olboloti,160,5,32,2,0,Manyara,15,0,0
PS2103-077,Taigo Primary School,Kiteto,47.05882353,47,8812,28,11,39.28571429,4277,primary,,,government,Engusero,290,5,58,2,0,Manyara,34,16,7.773109244
PS2105-012,Loondrekes Primary School,Simanjiro,0,0,15179,26,0,0,15361,primary,,,government,Kitwai,208,5,42,1,0,Manyara,12,0,0
PS2105-043,Engonongoi Primary School,Simanjiro,11.42857143,11,15037,46,2,4.347826087,15015,primary,36.5241823,-3.8233036,government,Terrat,245,5,49,2,0,Manyara,35,4,7.080745342
PS2105-052,Nakweni Primary School,Simanjiro,21.05263158,21,12214,17,1,5.882352941,14917,primary,36.9160264,-3.6651188,government,Shambarai,257,5,51,2,0,Manyara,19,4,15.17027864
PS2105-064,Kimelok Primary School,Simanjiro,0,0,15593,35,0,0,15286,primary,,,government,Loiborsiret,261,5,52,1,0,Manyara,26,0,0
PS2105-072,Namelok Primary School,Simanjiro,17.24137931,17,13444,,,,,primary,,,government,Shambarai,215,5,43,3,0,Manyara,29,5,
PS2401-067,Kadi's Primary School,Bukombe,100,100,160,,,,,primary,,,private,Igulwa,24,5,5,1,0,Geita,12,12,
PS2403-025,Mkoba Primary School,Geita,26.31578947,26,10082,,,,,primary,,,government,Bung'wangoko,298,5,60,,0,Geita,38,10,
PS2504-005,Ikolongo Primary School,Nsimbo,21.05263158,21,11226,,,,,primary,,,private,Ikolongo,313,5,63,,0,Katavi,19,4,
PS2504-015,Kajeje Primary School,Nsimbo,26.41509434,26,10483,,,,,primary,,,private,Ikolongo,541,5,108,,0,Katavi,53,14,
PS2504-017,Kambuzi Primary School,Nsimbo,95.65217391,96,2308,,,,,primary,,,private,Kaminula,270,5,54,,0,Katavi,23,22,
PS2601-003,Figanga Primary School,Ludewa,11.11111111,11,13377,,,,,primary,34.6400271,-9.7351402,government,Madope,221,5,44,1,0,Njombe,18,2,
PS2601-014,Kilondo Primary School,Ludewa,42.85714286,43,7522,,,,,primary,34.3116474,-9.7393444,government,Kilondo,278,5,56,,0,Njombe,35,15,
PS2601-017,Kimelembe Primary School,Ludewa,51.72413793,52,6560,,,,,primary,34.7251432,-10.241667,government,Nkomang'ombe,244,5,49,,0,Njombe,29,15,
PS2601-018,Kingole Primary School,Ludewa,8.333333333,8,13898,,,,,primary,34.6809597,-10.459942,government,Masasi,226,5,45,1,0,Njombe,36,3,
PS2601-019,Kipangala Primary School,Ludewa,17.64705882,18,11760,,,,,primary,34.7165674,-10.378948,government,Luilo,264,5,53,,0,Njombe,34,6,
PS2601-022,Kitewele Primary School,Ludewa,30,30,10315,,,,,primary,34.4533942,-9.8782235,government,Mawengi,282,5,56,,0,Njombe,20,6,
PS2601-027,Lifungulu Primary School,Ludewa,62.5,63,6871,,,,,primary,,,government,Madilu,202,5,40,,0,Njombe,16,10,
PS2601-046,Lupingu Primary School,Ludewa,28.94736842,29,10387,,,,,primary,34.5404484,-10.07504,government,Lupingu,255,5,51,,0,Njombe,38,11,
PS2601-085,Nindi Primary School,Ludewa,40,40,8181,,,,,primary,34.5847887,-10.140397,government,Lupingu,305,5,61,,0,Njombe,35,14,
PS2601-088,Nkomang'ombe Primary School,Ludewa,55,55,5591,,,,,primary,,,government,Nkomang'ombe,260,5,52,,0,Njombe,40,22,
PS2601-090,Nsele Primary School,Ludewa,58.62068966,59,7387,,,,,primary,34.2836607,-9.7169348,government,Kilondo,261,5,52,,0,Njombe,29,17,
PS2601-091,Nsisi Primary School,Ludewa,9.090909091,9,13948,,,,,primary,34.5014491,-9.9946408,government,Lifuma,241,5,48,,0,Njombe,33,3,
PS2601-092,Ntumbati Primary School,Ludewa,6.25,6,15024,,,,,primary,34.5617566,-10.096928,government,Lupingu,300,5,60,,0,Njombe,32,2,
PS2602-008,Ikete Primary School,Makete,76.92307692,77,4989,,,,,primary,34.2980303,-9.4570516,government,Ipepo,100,5,20,1,0,Njombe,13,10,
PS2602-011,Ikovokovo Primary School,Makete,76.92307692,77,4093,,,,,primary,,,government,Bulongwa,120,5,24,,0,Njombe,13,10,
PS2602-015,Ilindiwe Primary School,Makete,81.25,81,4338,,,,,primary,34.2637937,-9.2702259,government,Mang'oto,101,5,20,,0,Njombe,16,13,
PS2602-018,Imehe Primary School,Makete,80,80,2238,,,,,primary,34.109641,-9.3416001,government,Bulongwa,108,5,22,,0,Njombe,15,12,
PS2602-026,Katenga Primary School,Makete,42.85714286,43,9064,,,,,primary,34.0629621,-9.357623,government,Kipagalo,53,5,11,,0,Njombe,7,3,
PS2602-045,Luwumbu Primary School,Makete,38.46153846,38,9753,,,,,primary,34.1122731,-9.3790672,government,Luwumbu,133,5,27,1,0,Njombe,26,10,
PS2602-054,Makusi Primary School,Makete,38.88888889,39,10248,,,,,primary,33.9985155,-8.9877975,government,Itundu,189,5,38,,0,Njombe,18,7,
PS2602-056,Malanduku Primary School,Makete,50,50,5786,,,,,primary,34.3675848,-9.5811291,government,Lupila,84,5,17,1,0,Njombe,8,4,
PS2602-084,Uganga Primary School,Makete,42.30769231,42,9296,,,,,primary,34.1488462,-9.4215254,government,Luwumbu,115,5,23,,0,Njombe,26,11,
PS2602-086,Ukange Primary School,Makete,32,32,8862,,,,,primary,34.3952903,-9.6057673,government,Lupila,228,5,46,1,0,Njombe,25,8,
PS2602-093,Usungilo Primary School,Makete,47.36842105,47,8498,,,,,primary,34.2763625,-9.3098972,government,Mang'oto,158,5,32,1,0,Njombe,19,9,
PS2604-031,Liwengi Primary School,Njombe,42.85714286,43,10526,,,,,primary,,,government,Kifanya,360,5,72,,0,Njombe,35,15,
PS2604-047,Mgala Primary School,Njombe,23.07692308,23,13293,,,,,primary,,,government,Ihanga,191,5,38,,0,Njombe,13,3,
PS2604-049,Mikongo Primary School,Njombe,75,75,2709,,,,,primary,,,government,Kifanya,372,5,74,,0,Njombe,32,24,
PS2604-076,Compassion Primary School,Njombe,100,100,408,,,,,primary,,,private,Njombe Mjini,65,5,13,2,0,Njombe,13,13,
S0691,Sekei Secondary School,Arusha Municipal,74,74,1028,43,31,72.09302326,554,secondary,,,private,Sekei,108,5,22,6,0,Arusha,38,28,1.906976744
S1355,Peter's Secondary School,Kinondoni Municipal,50,50,2746,59,15,25.42372881,3086,secondary,-6.786621617,39.16446017,private,Kimara,32,5,6,3,0,Dar es Salaam,50,25,24.57627119
S1446,George Washington Secondary School,Kinondoni Municipal,43,43,3669,24,4,16.66666667,3884,secondary,-6.758117012,39.19112739,private,Kawe,24,5,5,2,0,Dar es Salaam,7,3,26.33333333
S1761,Makangarawe Secondary School,Temeke Municipal,63,63,3873,26,13,50,1005,secondary,-6.885008283,39.24302468,government,Makangarawe,114,5,23,23,0,Dar es Salaam,8,5,13
S2554,Idukilo Secondary School,Kishapu,86,86,958,34,9,26.47058824,2961,secondary,,,government,Mwadui Lohumbo,249,5,50,1,0,Shinyanga,21,18,59.52941176
S2575,Likawage Secondary School,Kilwa,0,0,4348,5,1,20,3759,secondary,,,government,Likawage,52,5,10,,2,Lindi,3,0,-20
S3711,Kimwani Secondary School,Muleba,49,49,3059,68,23,33.82352941,2511,secondary,,,government,Kimwani,451,5,90,2,,Kagera,80,39,15.17647059
S4085,Bumbire Secondary School,Muleba,80,80,1533,17,1,5.882352941,4103,secondary,,,government,Bumbire,126,5,25,1,,Kagera,10,8,74.11764706
S4321,Udekwa Secondary School,Kilolo,59,59,1401,33,11,33.33333333,3064,secondary,,,government,Udekwa,118,5,24,2,,Iringa,17,10,25.66666667
S4492,Nicodemus Secondary School,Kasulu,100,100,607,,,,,secondary,,,private,Nyamnyusi,68,5,14,4,0,Kigoma,15,15,
PS0103-069,Matala Primary School,Karatu,3.225806452,3,15519,24,0,0,13229,primary,34.751526,-3.876688,government,Baray,410,4,103,,,Arusha,31,1,3.225806452
PS0302-019,Chihanga Primary School,Dodoma Municipal,48,48,7302,32,6,18.75,6548,primary,,,government,Chihanga,521,4,130,1,1,Dodoma,25,12,29.25
PS0302-092,Maseya Primary School,Dodoma Municipal,23.33333333,23,11110,37,1,2.702702703,13016,primary,,,government,Hombolo,304,4,76,1,1,Dodoma,30,7,20.63063063
PS0302-099,Chikowa Primary School,Dodoma Municipal,70.58823529,71,4430,11,4,36.36363636,5420,primary,,,government,Mbabala,261,4,65,1,1,Dodoma,17,12,34.22459893
PS0302-101,Kusenha Primary School,Dodoma Municipal,40.54054054,41,9736,25,4,16,8452,primary,,,government,Mpunguzi,349,4,87,1,1,Dodoma,37,15,24.54054054
PS0304-141,Idaho Primary School,Mpwapwa,20,20,14296,16,11,68.75,2132,primary,,,government,Pwaga,377,4,94,,,Dodoma,20,4,-48.75
PS0304-150,Mkoleko Primary School,Mpwapwa,9.523809524,10,13262,15,1,6.666666667,13270,primary,36.4786919,-6.9009842,government,Massa,283,4,71,,,Dodoma,21,2,2.857142857
PS0304-153,Kidabaga Primary School,Mpwapwa,44.73684211,45,9135,35,8,22.85714286,7028,primary,,,government,Lwihomelo,357,4,89,,,Dodoma,38,17,21.87969925
PS0304-157,Ngalamilo Primary School,Mpwapwa,25,25,13138,37,0,0,15247,primary,,,government,Chitemo,231,4,58,,,Dodoma,12,3,25
PS0304-166,Mandama Primary School,Mpwapwa,8.196721312,8,14463,69,0,0,15077,primary,36.2404013,-6.5575437,government,Chitemo,410,4,103,,,Dodoma,61,5,8.196721312
PS0304-172,Matonga Primary School,Mpwapwa,37.5,38,9769,33,1,3.03030303,10796,primary,36.3155653,-6.6318511,government,Wotta,199,4,50,,,Dodoma,16,6,34.46969697
PS0305-017,Leganga Primary School,Kongwa,0,0,15157,26,2,7.692307692,11869,primary,36.3686961,-5.7134214,government,Chitego,418,4,105,,1,Dodoma,26,0,-7.692307692
PS0305-027,Mbagilwa Primary School,Kongwa,3.225806452,3,15409,38,13,34.21052632,6897,primary,36.8076238,-6.3616352,government,Nghumbi,507,4,127,,1,Dodoma,31,1,-30.98471986
PS0305-067,Kadyango Primary School,Kongwa,14.28571429,14,13251,11,0,0,15045,primary,,,government,Sagara,154,4,39,,1,Dodoma,7,1,14.28571429
PS0305-074,Muungano Primary School,Kongwa,6.25,6,15351,20,0,0,15095,primary,36.3390822,-5.8093005,government,Songambele,355,4,89,,1,Dodoma,32,2,6.25
PS0305-094,Mgoloka Primary School,Kongwa,0,0,15391,15,0,0,15260,primary,36.2940411,-5.7308944,government,Chitego,225,4,56,,1,Dodoma,10,0,0
PS0306-157,Champumba Primary School,Chamwino,66.66666667,67,3037,16,13,81.25,1461,primary,,,government,Chiboli,305,4,76,4,0,Dodoma,18,12,-14.58333333
PS0306-181,Lowasa Primary School,Chamwino,53.84615385,54,4256,,,,,primary,,,government,Muungano,321,4,80,5,0,Dodoma,26,14,
PS0402-067,Maperamengi Primary School,Iringa,26.31578947,26,11108,10,2,20,8921,primary,,,government,Migoli,190,4,48,,,Iringa,19,5,6.315789474
PS0402-123,Holo Primary School,Iringa,20.83333333,21,11387,47,1,2.127659575,12240,primary,,,government,Nyang'oro,294,4,74,,,Iringa,24,5,18.70567376
PS0702-160,Otaruni Primary School,Moshi,69.23076923,69,5164,22,8,36.36363636,4541,primary,,,government,Kibosho Kati,245,4,61,3,0,Kilimanjaro,26,18,32.86713287
PS0705-111,Uruwa Primary School,Rombo,71.11111111,71,2942,57,19,33.33333333,4737,primary,,,government,Mengeni,312,4,78,2,,Kilimanjaro,45,32,37.77777778
PS0706-041,Kirangare Primary School,Same,50,50,7077,50,25,50,3272,primary,,,government,Kirangare,300,4,75,,0,Kilimanjaro,50,25,0
PS0801-068,Songomnara Primary School,Kilwa,20,20,14991,9,0,0,11728,primary,,,government,Pande,83,4,21,,,Lindi,15,3,20
PS0802-012,Chiwerere Primary School,Lindi,3.571428571,4,14643,38,0,0,13120,primary,,,government,Namangale,215,4,54,,,Lindi,28,1,3.571428571
PS0802-020,Kingurungundwa Primary School,Lindi,76.19047619,76,4793,14,3,21.42857143,7137,primary,,,government,Kitomanga,444,4,111,,,Lindi,21,16,54.76190476
PS0802-021,Kinyope Primary School,Lindi,46.15384615,46,7388,35,5,14.28571429,11888,primary,,,government,Rutamba,363,4,91,1,,Lindi,39,18,31.86813187
PS0802-027,Lihimilo Primary School,Lindi,8.333333333,8,14130,16,0,0,12476,primary,,,government,Mipingo,187,4,47,1,,Lindi,12,1,8.333333333
PS0802-031,Lipome Primary School,Lindi,9.523809524,10,14647,25,0,0,13729,primary,,,government,Nahukahuka,158,4,40,,,Lindi,21,2,9.523809524
PS0802-037,Madingo Primary School,Lindi,66.66666667,67,5339,23,1,4.347826087,10023,primary,,,government,Nyangamara,272,4,68,1,,Lindi,18,12,62.31884058
PS0802-046,Mandwanga Primary School,Lindi,3.846153846,4,13599,34,0,0,14464,primary,,,government,Mandwanga,315,4,79,1,,Lindi,26,1,3.846153846
PS0802-077,Mtumbya Primary School,Lindi,12.90322581,13,12526,26,0,0,12441,primary,,,government,Mtumbya,215,4,54,1,,Lindi,31,4,12.90322581
PS0802-101,Navanga Primary School,Lindi,2.380952381,2,15079,27,0,0,14783,primary,,,government,Navanga,338,4,85,1,,Lindi,42,1,2.380952381
PS0802-121,Mpembe Primary School,Lindi,8.333333333,8,14333,22,0,0,12958,primary,,,government,Kiwalala,237,4,59,1,,Lindi,24,2,8.333333333
PS0802-129,Dimba Primary School,Lindi,7.142857143,7,14274,17,1,5.882352941,13174,primary,,,government,Kilolalambwani,162,4,41,1,,Lindi,14,1,1.260504202
PS0802-130,Chiuwe Primary School,Lindi,28.57142857,29,11258,25,0,0,14560,primary,,,government,Namupa,191,4,48,1,,Lindi,14,4,28.57142857
PS0802-131,Linoha Primary School,Lindi,16,16,13080,19,4,21.05263158,10155,primary,,,government,Nahukahuka,225,4,56,1,,Lindi,25,4,-5.052631579
PS0802-132,Mbawala Primary School,Lindi,6.25,6,12903,11,0,0,8796,primary,,,government,Nahukahuka,159,4,40,,,Lindi,16,1,6.25
PS0802-136,Mbuta Primary School,Lindi,8.695652174,9,14077,20,1,5,13907,primary,,,government,Mnolela,207,4,52,1,,Lindi,23,2,3.695652174
PS0802-137,Mwangu Primary School,Lindi,4.761904762,5,15565,17,0,0,15141,primary,,,government,Chiponda,143,4,36,,,Lindi,21,1,4.761904762
PS0802-141,Mtegu Primary School,Lindi,87.09677419,87,1352,18,6,33.33333333,6650,primary,,,government,Sudi/pangatena,341,4,85,1,,Lindi,31,27,53.76344086
PS0802-152,Utimbe Primary School,Lindi,31.25,31,11359,16,4,25,7164,primary,,,government,Nyangamara,206,4,52,1,,Lindi,16,5,6.25
PS0802-154,Nndawa Primary School,Lindi,25,25,10921,27,6,22.22222222,6605,primary,,,government,Namupa,158,4,40,1,,Lindi,16,4,2.777777778
PS0804-028,Ndapata Primary School,Liwale,18.18181818,18,14059,9,0,0,14000,primary,,,government,Mlembwe,231,4,58,,0,Lindi,11,2,18.18181818
PS0904-022,Kichongo Primary School,Serengeti,29.78723404,30,11520,51,26,50.98039216,1837,primary,34.6101285,-1.7828608,government,Nyamoko,458,4,115,,,Mara,47,14,-21.19315811
PS0904-099,Zakia Meghji Primary School,Serengeti,81.81818182,82,1222,35,16,45.71428571,3498,primary,,,government,Manchira,308,4,77,,,Mara,33,27,36.1038961
PS1101-020,Idandu Primary School,Kilombero,33.96226415,34,9443,,,,,primary,36.3836066,-8.188759,government,Idete,450,4,113,1,0,Morogoro,53,18,
PS1101-062,Kadenge Primary School,Kilombero,39.13043478,39,10546,,,,,primary,36.9876271,-7.9827915,government,Kisawasawa,209,4,52,1,0,Morogoro,23,9,
PS1101-106,Makirika Primary School,Kilombero,76,76,2373,39,3,7.692307692,12812,primary,35.8885169,-8.7926523,government,Mlimba,152,4,38,1,0,Morogoro,25,19,68.30769231
PS1101-153,Ikwambi Primary School,Kilombero,65,65,2608,30,7,23.33333333,7643,primary,36.3523664,-8.2972323,government,Mofu,390,4,98,1,0,Morogoro,40,26,41.66666667
PS1101-158,Lyasenga Primary School,Kilombero,27.27272727,27,10927,40,3,7.5,13976,primary,35.7408577,-8.8813435,government,Kamwene,292,4,73,1,0,Morogoro,22,6,19.77272727
PS1101-163,Ngolo Primary School,Kilombero,26.92307692,27,12165,27,7,25.92592593,7911,primary,35.9335085,-8.759286,government,Mlimba,233,4,58,1,0,Morogoro,26,7,0.997150997
PS1102-033,Kiduhi Primary School,Kilosa,6.666666667,7,14631,16,4,25,8710,primary,37.0919389,-7.0264917,district council,Kilangali,105,4,26,,0,Morogoro,15,1,-18.33333333
PS1102-067,Luwemba Primary School,Kilosa,0,0,15586,35,2,5.714285714,14863,primary,36.8465504,-6.5874431,district council,Kidete,280,4,70,,0,Morogoro,23,0,-5.714285714
PS1102-141,Nyangala Primary School,Kilosa,1.818181818,2,15213,27,0,0,14969,primary,,,district council,Mamboya,389,4,97,,0,Morogoro,55,1,1.818181818
PS1102-205,Inyunywe Primary School,Kilosa,62.5,63,5864,9,1,11.11111111,12476,primary,37.2764568,-6.259716,district council,Maguha,162,4,41,,0,Morogoro,8,5,51.38888889
PS1102-219,Mhowe Primary School,Kilosa,6.666666667,7,15528,16,0,0,15340,primary,37.0471284,-6.4378803,district council,Msowero,150,4,38,,0,Morogoro,15,1,6.666666667
PS1102-225,Luhoza Primary School,Kilosa,2.222222222,2,15392,69,2,2.898550725,13100,primary,,,district council,Tindiga,202,4,51,,0,Morogoro,45,1,-0.676328502
PS1103-014,Dimilo Primary School,Morogoro,12.5,13,14312,27,1,3.703703704,15132,primary,37.6911832,-7.0414983,government,Kibungo,259,4,65,1,,Morogoro,40,5,8.796296296
PS1103-024,Kibogwa Primary School,Morogoro,0,0,13369,24,0,0,15036,primary,37.69728,-7.010559,government,Kibogwa,197,4,49,1,,Morogoro,13,0,0
PS1103-031,Kidunda Primary School,Morogoro,50,50,7597,34,0,0,14873,primary,38.2747471,-7.2716911,government,Mkulazi,258,4,65,1,,Morogoro,26,13,50
PS1103-047,Koloni Primary School,Morogoro,0,0,15625,28,0,0,15345,primary,37.7782199,-7.1726169,government,Bungu,116,4,29,1,,Morogoro,24,0,0
PS1103-056,Lubasazi Primary School,Morogoro,12.5,13,14799,36,1,2.777777778,14829,primary,37.7983987,-7.2535499,government,Kolero,255,4,64,1,,Morogoro,40,5,9.722222222
